Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2017.09.21 04:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,WHOLEYEAR ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2160.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,64141.15,104.87,117.48
,Net Site Energy,64141.15,104.87,117.48
,Total Source Energy,229171.40,374.69,419.74
,Net Source Energy,229171.40,374.69,419.74


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,611.63
,Net Conditioned Building Area,545.99
,Unconditioned Building Area,65.64


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,58333.90,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,206.71,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2917.17,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,61.71,0.00,0.00,0.00,0.00,0.00
,Pumps,2621.66,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,5807.26,0.00,0.00,0.00,58333.90,0.00
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Mir-IW - SOUTHPLATFORM0 - SURFACE 2 (65),IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | Mir-IW - NORTHBALCONY - SURFACE 6 (14) | Mir-IW - NORTHBALCONY - SURFACE 7 (15) | Mir-IW - NORTHBALCONY - SURFACE 8 (16) | Mir-IW - NORTHBALCONY - SURFACE 9 (17) | Mir-IW - NORTHBALCONY - SURFACE 10 (18) | Mir-IW - NORTHBALCONY - SURFACE 11 (19) | IW - NORTHBALCONY - SURFACE 12 (20) | Mir-IW - NORTHBALCONY - SURFACE 13 (21) | Mir-IW - NORTHBALCONY - SURFACE 14 (22) | IW - NORTHBALCONY - SURFACE 15 (23) | Mir-IW - NORTHBALCONY - SURFACE 15 (23) | IW - NORTHBALCONY - SURFACE 16 (24) | IW - NORTHBALCONY - SURFACE 17 (25) | Mir-IW - NORTHBALCONY - SURFACE 17 (25) | IW - NORTHBALCONY - SURFACE 18 (26) | IW - NORTHBALCONY - SURFACE 19 (27) | Mir-IW - NORTHBALCONY - SURFACE 19 (27) | IW - NORTHBALCONY - SURFACE 20 (28) | Mir-IW - NORTHBALCONY - SURFACE 21 (29) | IW - NORTHBALCONY - SURFACE 22 (30) | IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | Mir-IW - IWCONNECTION - SURFACE 6 (64) | UNDERFLOOR_VOID_SPACE_WALL_3_0_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_1 | ROOFS1_ROOF_1_0_0 | ROOFS2_ROOF_1_0_0 | ROOFS3_ROOF_1_0_0 | ROOFS4_ROOF_2_0_0 | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS | OFF-NINA_WALL_7_1_0 | OFF-NINA_WALL_MULL_TOPWES_SOUWALL | OFF-NINA_WALL_8_0_0 | OFF-NINA_WALL_9_0_0 | OFF-NINA_WALL_MULL_TOPMID_SOUWALL | OFF-NINA_WALL_10_0_0 | OFF-NINA_WALL_11_0_0 | OFF-NINA_WALL_MULL_TOPEAS_SOUWALL | OFF-NINA_WALL_MULL_EAS | SMALLCONF_WALL_9_0_0 | SMALLCONF_WALL_MULL_TOPWES | SMALLCONF_WALL_MULL_WES | SMALLCONF_WALL_10_0_0 | SMALLCONF_WALL_11_0_0 | SMALLCONF_WALL_MULL_TOPMID_SOUWALL | SMALLCONF_WALL_12_0_0 | SMALLCONF_WALL_13_1_0 | SMALLCONF_WALL_MULL_TOPEAS |
,IW - SOUTHPLATFORM1 - SURFACE 1 (66),IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | IW - IWCONNECTION - SURFACE 5 (63) | Mir-IW - IWCONNECTION - SURFACE 6 (64) | UNDERFLOOR_VOID_SPACE_WALL_3_0_0 | UNDERFLOOR_VOID_SPACE_WALL_6_0_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_1 |
,Mir-IW - SOUTHPLATFORM1 - SURFACE 1 (66),IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | Mir-IW - NORTHBALCONY - SURFACE 6 (14) | Mir-IW - NORTHBALCONY - SURFACE 7 (15) | Mir-IW - NORTHBALCONY - SURFACE 8 (16) | Mir-IW - NORTHBALCONY - SURFACE 9 (17) | Mir-IW - NORTHBALCONY - SURFACE 10 (18) | Mir-IW - NORTHBALCONY - SURFACE 11 (19) | IW - NORTHBALCONY - SURFACE 12 (20) | Mir-IW - NORTHBALCONY - SURFACE 13 (21) | Mir-IW - NORTHBALCONY - SURFACE 14 (22) | IW - NORTHBALCONY - SURFACE 15 (23) | IW - NORTHBALCONY - SURFACE 16 (24) | IW - NORTHBALCONY - SURFACE 17 (25) | IW - NORTHBALCONY - SURFACE 18 (26) | IW - NORTHBALCONY - SURFACE 19 (27) | IW - NORTHBALCONY - SURFACE 20 (28) | Mir-IW - NORTHBALCONY - SURFACE 21 (29) | IW - NORTHBALCONY - SURFACE 22 (30) | IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | Mir-IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | IW - IWCONNECTION - SURFACE 5 (63) | Mir-IW - IWCONNECTION - SURFACE 6 (64) | UNDERFLOOR_VOID_SPACE_WALL_3_0_0 | UNDERFLOOR_VOID_SPACE_WALL_6_0_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_0 | UNDERFLOOR_VOID_SPACE_WALL_7_1_1 | ROOFS1_ROOF_1_0_0 | ROOFS2_ROOF_1_0_0 | ROOFS3_ROOF_1_0_0 | ROOFS4_ROOF_2_0_0 | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS | OFF-NINA_WALL_7_1_0 | OFF-NINA_WALL_MULL_TOPWES_SOUWALL | OFF-NINA_WALL_8_0_0 | OFF-NINA_WALL_9_0_0 | OFF-NINA_WALL_MULL_TOPMID_SOUWALL | OFF-NINA_WALL_10_0_0 | OFF-NINA_WALL_11_0_0 | OFF-NINA_WALL_MULL_TOPEAS_SOUWALL | OFF-NINA_WALL_MULL_EAS | OFF-VOLKER_WALL_4_0_0 | OFF-VOLKER_WALL_MULL_TOPNOR | OFF-VOLKER_WALL_MULL_NOR | OFF-VOLKER_WALL_5_0_0 | OFF-VOLKER_WALL_6_0_0 | OFF-VOLKER_WALL_MULL_TOPMID | OFF-VOLKER_WALL_7_0_0 | OFF-VOLKER_WALL_8_0_0 | OFF-VOLKER_WALL_MULL_TOPSOU | OFF-VOLKER_WALL_MULL_SOU | OFF-ERICA_WALL_4_0_0 | OFF-ERICA_WALL_MULL_TOPNOR | OFF-ERICA_WALL_MULL_NOR | OFF-ERICA_WALL_5_0_0 | OFF-ERICA_WALL_6_0_0 | OFF-ERICA_WALL_MULL_TOPMID | OFF-ERICA_WALL_7_0_0 | OFF-ERICA_WALL_8_0_0 | OFF-ERICA_WALL_MULL_TOPSOU | OFF-ERICA_WALL_MULL_SOU | OFF-JAMES_WALL_4_0_0 | OFF-JAMES_WALL_MULL_NOR | OFF-JAMES_WALL_MULL_TOPNOR | OFF-JAMES_WALL_5_0_0 | OFF-JAMES_WALL_6_0_0 | OFF-JAMES_WALL_MULL_TOPMID | OFF-JAMES_WALL_7_0_0 | OFF-JAMES_WALL_8_0_0 | OFF-JAMES_WALL_MULL_TOPSOU | OFF-JAMES_WALL_MULL_SOU | OFF-VIVIAN_WALL_4_0_0 | OFF-VIVIAN_WALL_MULL_TOPNOR | OFF-VIVIAN_WALL_MULL_NOR | OFF-VIVIAN_WALL_5_0_0 | OFF-VIVIAN_WALL_6_0_0 | OFF-VIVIAN_WALL_MULL_TOPMID | OFF-VIVIAN_WALL_7_0_0 | OFF-VIVIAN_WALL_8_0_0 | OFF-VIVIAN_WALL_MULL_TOPSOU | OFF-VIVIAN_WALL_MULL_SOU | OFF-CHENLU_WALL_4_0_0 | OFF-CHENLU_WALL_MULL_TOPNOR | OFF-CHENLU_WALL_MULL_NOR | OFF-CHENLU_WALL_5_0_0 | OFF-CHENLU_WALL_6_0_0 | OFF-CHENLU_WALL_MULL_TOPMID | OFF-CHENLU_WALL_7_0_0 | OFF-CHENLU_WALL_8_0_0 | OFF-CHENLU_WALL_MULL_TOPSOU | OFF-CHENLU_WALL_MULL_SOU | OFF-OMER_WALL_4_0_0 | OFF-OMER_WALL_MULL_TOPNOR | OFF-OMER_WALL_MULL_NOR | OFF-OMER_WALL_5_0_0 | OFF-OMER_WALL_6_0_0 | OFF-OMER_WALL_MULL_TOPMID | OFF-OMER_WALL_7_0_0 | OFF-OMER_WALL_8_0_0 | OFF-OMER_WALL_MULL_TOPSOU | OFF-OMER_WALL_MULL_SOU | SMALLCONF_WALL_4_0_0 | SMALLCONF_WALL_MULL_TOPNOR | SMALLCONF_WALL_MULL_NOR | SMALLCONF_WALL_5_0_0 | SMALLCONF_WALL_6_0_0 | SMALLCONF_WALL_MULL_TOPMID_WESWALL | SMALLCONF_WALL_7_0_0 | SMALLCONF_WALL_8_0_0 | SMALLCONF_WALL_MULL_TOPSOU | SMALLCONF_WALL_MULL_SOU | SMALLCONF_WALL_9_0_0 | SMALLCONF_WALL_MULL_TOPWES | SMALLCONF_WALL_MULL_WES | SMALLCONF_WALL_10_0_0 | SMALLCONF_WALL_11_0_0 | SMALLCONF_WALL_MULL_TOPMID_SOUWALL | SMALLCONF_WALL_12_0_0 | SMALLCONF_WALL_13_1_0 | SMALLCONF_WALL_MULL_TOPEAS | LARGECONF1_WALL_12_0_0 | LARGECONF1_WALL_MULL_TOPNORNOR | LARGECONF1_WALL_MULL_NOR | LARGECONF1_WALL_13_0_0 | LARGECONF1_WALL_MULL_TOPNORSOU | LARGECONF1_WALL_14_0_0 | LARGECONF1_WALL_15_0_0 | LARGECONF1_WALL_MULL_TOPMID_WESWALL | LARGECONF1_WALL_16_0_0 | LARGECONF1_WALL_17_0_0 | LARGECONF1_WALL_MULL_TOPSOU | LARGECONF1_WALL_MULL_SOU | LARGECONF0_WALL_4_0_0 | LARGECONF0_WALL_MULL_TOPNOR | LARGECONF0_WALL_MULL_NOR | LARGECONF0_WALL_5_0_0 | LARGECONF0_WALL_6_0_0 | LARGECONF0_WALL_MULL_TOPMID | LARGECONF0_WALL_7_0_0 | LARGECONF0_WALL_8_0_0 | LARGECONF0_WALL_MULL_TOPSOU | LARGECONF0_WALL_MULL_SOU |
,UNDERFLOOR_VOID_SPACE_WALL_2_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - EASTWALKWAY0 - SURFACE 1 (6) | IW - SOUTHWALKWAY0 - SURFACE 1 (7) | IW - EASTWALKWAY1 - SURFACE 1 (8) | IW - NORTHBALCONY - SURFACE 1 (9) | IW - NORTHBALCONY - SURFACE 2 (10) | IW - NORTHBALCONY - SURFACE 3 (11) | IW - NORTHBALCONY - SURFACE 4 (12) | IW - NORTHBALCONY - SURFACE 5 (13) | Mir-IW - NORTHBALCONY - SURFACE 8 (16) | Mir-IW - NORTHBALCONY - SURFACE 9 (17) | Mir-IW - NORTHBALCONY - SURFACE 10 (18) | Mir-IW - NORTHBALCONY - SURFACE 11 (19) | IW - NORTHBALCONY - SURFACE 12 (20) | Mir-IW - NORTHBALCONY - SURFACE 13 (21) | Mir-IW - NORTHBALCONY - SURFACE 14 (22) | IW - NORTHBALCONY - SURFACE 20 (28) | Mir-IW - NORTHBALCONY - SURFACE 21 (29) | IW - NORTHBALCONY - SURFACE 22 (30) | IW - NORTHWALKWAY0 - SURFACE 2 (32) | UNDERFLOOR_VOID_SPACE_WALL_3_0_0 | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,UNDERFLOOR_VOID_SPACE_WALL_3_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - WESTWALKWAY0 - SURFACE 1 (5) | IW - EASTWALKWAY0 - SURFACE 1 (6) | IW - SOUTHWALKWAY0 - SURFACE 1 (7) | IW - EASTWALKWAY1 - SURFACE 1 (8) | IW - MMCHROOF - SURFACE 1 (33) | IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | IW - SOUTHPLATFORM0 - SURFACE 2 (65) | IW - SOUTHPLATFORM1 - SURFACE 1 (66) | UNDERFLOOR_VOID_SPACE_WALL_2_0_0 | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_2_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_4_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_8_0_0 | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_2_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_4_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_8_0_0 | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_2_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_4_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_8_0_0 | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_2_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_4_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_8_0_0 | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_2_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_4_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_12_0_0 | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,UNDERFLOOR_VOID_SPACE_WALL_4_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTWALKWAY1 - SURFACE 1 (8) | IW - NORTHWALKWAY0 - SURFACE 2 (32) |
,UNDERFLOOR_VOID_SPACE_WALL_5_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - NORTHBALCONY - SURFACE 1 (9) | IW - NORTHBALCONY - SURFACE 2 (10) | IW - NORTHBALCONY - SURFACE 3 (11) | IW - NORTHBALCONY - SURFACE 4 (12) | IW - NORTHBALCONY - SURFACE 5 (13) | Mir-IW - NORTHBALCONY - SURFACE 6 (14) | Mir-IW - NORTHBALCONY - SURFACE 7 (15) | Mir-IW - NORTHBALCONY - SURFACE 8 (16) | Mir-IW - NORTHBALCONY - SURFACE 9 (17) | Mir-IW - NORTHBALCONY - SURFACE 10 (18) | IW - NORTHBALCONY - SURFACE 11 (19) | Mir-IW - NORTHBALCONY - SURFACE 11 (19) | IW - NORTHBALCONY - SURFACE 12 (20) | IW - NORTHBALCONY - SURFACE 13 (21) | Mir-IW - NORTHBALCONY - SURFACE 13 (21) | Mir-IW - NORTHBALCONY - SURFACE 14 (22) | IW - NORTHBALCONY - SURFACE 15 (23) | Mir-IW - NORTHBALCONY - SURFACE 15 (23) | IW - NORTHBALCONY - SURFACE 16 (24) | IW - NORTHBALCONY - SURFACE 17 (25) | Mir-IW - NORTHBALCONY - SURFACE 17 (25) | IW - NORTHBALCONY - SURFACE 18 (26) | IW - NORTHBALCONY - SURFACE 19 (27) | Mir-IW - NORTHBALCONY - SURFACE 19 (27) | IW - NORTHBALCONY - SURFACE 20 (28) | IW - NORTHBALCONY - SURFACE 21 (29) | Mir-IW - NORTHBALCONY - SURFACE 21 (29) | IW - NORTHBALCONY - SURFACE 22 (30) | IW - NORTHWALKWAY1 - SURFACE 1 (31) | IW - NORTHWALKWAY0 - SURFACE 2 (32) | LARGECONF1_WALL_3_0_0 | LARGECONF1_WALL_MULL_EAS | LARGECONF1_WALL_7_0_0_WEST | LARGECONF1_WALL_MULL_TOPMIDWES | LARGECONF1_WALL_MULL_MIDWES | LARGECONF1_WALL_7_0_0_MID | LARGECONF1_WALL_MULL_TOPMIDMID | LARGECONF1_WALL_MULL_MIDEAS | LARGECONF1_WALL_7_0_0_EAST | LARGECONF1_WALL_MULL_TOPMIDEAS | LARGECONF1_WALL_11_0_0 | OFF-ANNIE_WALL_6_0_0 | OFF-ANNIE_WALL_MULL_EAS |
,UNDERFLOOR_VOID_SPACE_WALL_6_0_0,IW - WESTSHADING0 - SURFACE 1 (4) | IW - WESTWALKWAY0 - SURFACE 1 (5) | IW - NORTHWALKWAY1 - SURFACE 1 (31) | IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 8 (40) | IW - SOUTHPLATFORM1 - SURFACE 1 (66) | LARGECONF1_WALL_12_0_0 | LARGECONF1_WALL_MULL_TOPNORNOR | LARGECONF1_WALL_MULL_NOR |
,UNDERFLOOR_VOID_SPACE_WALL_7_1_0,IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - SOUTHPLATFORM0 - SURFACE 2 (65) | IW - SOUTHPLATFORM1 - SURFACE 1 (66) |
,UNDERFLOOR_VOID_SPACE_WALL_7_1_1,IW - MMCHROOF - SURFACE 1 (33) | Mir-IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | Mir-IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | IW - IWCONNECTION - SURFACE 5 (63) | IW - SOUTHPLATFORM0 - SURFACE 2 (65) | IW - SOUTHPLATFORM1 - SURFACE 1 (66) |
,ROOFS1_ROOF_1_0_0,IW - MMCHROOF - SURFACE 5 (37) | IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | ROOFS0_ROOF_4_0_0 |
,ROOFS1_ROOF_2_0_0,ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 |
,ROOFS1_ROOF_3_0_0,ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 |
,ROOFS1_ROOF_4_0_0,ROOFS2_ROOF_1_0_0 | ROOFS3_ROOF_1_0_0 | ROOFS4_ROOF_2_0_0 | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS | LARGECONF1_WALL_MULL_TOPNORNOR | LARGECONF1_WALL_MULL_NOR |
,ROOFS1_ROOF_5_0_0,IW - MMCHROOF - SURFACE 5 (37) | IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) |
,ROOFS2_ROOF_1_0_0,IW - MMCHROOF - SURFACE 5 (37) | IW - MMCHROOF - SURFACE 6 (38) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | ROOFS1_ROOF_4_0_0 | ROOFS0_ROOF_4_0_0 |
,ROOFS2_ROOF_2_0_0,ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 |
